POSSIBLE, Chrono Trigger, Dragon Quest VIII, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Mass Effect, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Sonic 2, Uncharted 2, Fallout 3, Undertale, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Final Fantasy IX, DK Country 2, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, Chrono Cross, The Witcher 3; Binding of Isaac Rebirth, Metal Gear Solid 2; Resident Evil, Fallout New Vegas; BioShock Infinite, Resident Evil 4; Paper Mario, Metal Gear Solid; Splatoon, Borderlands 2; EarthBound, Shadow of the Colossus; Team Fortress 2, Red Dead Redemption; Bayonetta 2, Metal Gear Solid 3; Mother 3, Bioshock; Silent Hill 2, Starcraft; Destiny, Mass Effect 2; VLR, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
ACTUAL, Chrono Trigger, Dragon Quest VIII, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Mass Effect, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Sonic 2, Uncharted 2, Fallout 3, Undertale, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Final Fantasy IX, DK Country 2, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, Chrono Cross, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
charmander, Chrono Trigger, Persona 3, Arkham City, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Sonic 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Resident Evil 2, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Final Fantasy IX, DK Country 2, Super Mario Maker, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, Chrono Cross, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, Borderlands 2, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Super Mario Galaxy 2, Final Fantasy VII, Pokemon Red Blue, Sonic 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Final Fantasy IX, DK Country 2, Banjo Kazooie, A Link to the Past, Metal Gear Solid V, Super Mario Galaxy, Majoras Mask, Super Mario RPG, Chrono Cross, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Mass Effect 2, Final Fantasy X, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Banjo Kazooie, A Link to the Past, Majoras Mask, Super Mario RPG, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Final Fantasy X, Final Fantasy VII, Pokemon Red Blue, Super Mario 64, Ocarina of Time, A Link to the Past, Resident Evil 4, Metal Gear Solid, Final Fantasy VII, Super Mario 64, Ocarina of Time, Metal Gear Solid, Super Mario 64, Ocarina of Time, Ocarina of Time;
Z1mZum, Chrono Trigger, Persona 3, Arkham City, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Metal Gear Solid 4, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Xenogears, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Diablo II, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Final Fantasy IX, DK Country 2, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Bloodborne, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, World of Warcraft, The Witcher 3, Resident Evil, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, The Last of Us, Final Fantasy VI, The Wind Waker, Super Mario Galaxy 2, Final Fantasy VII, Super Mario Bros 3, Portal 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Final Fantasy IX, Fire Emblem Awakening, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Metroid, Majoras Mask, Grand Theft Auto V, World of Warcraft, The Witcher 3, Resident Evil 4, Metal Gear Solid, Red Dead Redemption, Bioshock, Starcraft, Chrono Trigger, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Super Mario Bros 3, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Castlevania SotN, A Link to the Past, Super Metroid, Grand Theft Auto V, The Witcher 3, Metal Gear Solid, Starcraft, Chrono Trigger, Final Fantasy VI, Super Mario World, Skyrim, Ocarina of Time, A Link to the Past, The Witcher 3, Starcraft, Chrono Trigger, Super Mario World, Ocarina of Time, The Witcher 3, Chrono Trigger, Ocarina of Time, Chrono Trigger;
nkansas, Chrono Trigger, Persona 3, Arkham City, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Final Fantasy IX, Xenoblade Chronicles, Super Mario Maker, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, World of Warcraft, The Witcher 3, Resident Evil, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, The Last of Us, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Portal 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Final Fantasy IX, Xenoblade Chronicles, Banjo Kazooie, A Link to the Past, Dark Souls, Super Mario Galaxy, Majoras Mask, Super Mario RPG, World of Warcraft, The Witcher 3, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Mass Effect 2, Chrono Trigger, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Banjo Kazooie, A Link to the Past, Majoras Mask, Super Mario RPG, The Witcher 3, Metal Gear Solid, Metal Gear Solid 3, Chrono Trigger, Final Fantasy VII, Pokemon Red Blue, Super Mario 64, Ocarina of Time, A Link to the Past, Super Mario RPG, Metal Gear Solid, Final Fantasy VII, Super Mario 64, Ocarina of Time, Metal Gear Solid, Super Mario 64, Ocarina of Time, Ocarina of Time;
Oxbridge, Chrono Trigger, Persona 3, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Metal Gear Solid 4, The Last of Us, Final Fantasy VI, Tales of Symphonia, Xenogears, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Sonic 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Resident Evil 2, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Final Fantasy IX, Xenoblade Chronicles, Super Mario Maker, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Oblivion, GTA San Andreas, Chrono Cross, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Pokemon Gold Silver, Metal Gear Solid 4, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Sonic 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Final Fantasy IX, Xenoblade Chronicles, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Metroid, Majoras Mask, Oblivion, Chrono Cross, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Mass Effect 2, Final Fantasy X, Pokemon Gold Silver, The Wind Waker, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Xenoblade Chronicles, A Link to the Past, Majoras Mask, Chrono Cross, Metal Gear Solid 2, Metal Gear Solid, Metal Gear Solid 3, Pokemon Gold Silver, Final Fantasy VII, Pokemon Red Blue, Super Mario 64, Ocarina of Time, Majoras Mask, Metal Gear Solid 2, Metal Gear Solid, Pokemon Gold Silver, Pokemon Red Blue, Ocarina of Time, Metal Gear Solid, Pokemon Red Blue, Ocarina of Time, Ocarina of Time;
Ange, Chrono Trigger, Persona 3, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Tales of Symphonia, Xenogears, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Final Fantasy IX, DK Country 2, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Perfect Dark, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, Chrono Cross, The Witcher 3, Resident Evil, BioShock Infinite, Resident Evil 4, Metal Gear Solid, Borderlands 2, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Portal 2, Fallout 3, Super Mario World, Goldeneye, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Final Fantasy IX, DK Country 2, Castlevania SotN, A Link to the Past, Perfect Dark, Super Metroid, Majoras Mask, Super Mario RPG, Chrono Cross, Resident Evil, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Mass Effect 2, Chrono Trigger, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Goldeneye, Super Mario 64, Ocarina of Time, Castlevania SotN, A Link to the Past, Majoras Mask, Super Mario RPG, Resident Evil 4, Metal Gear Solid, Mass Effect 2, Smash Bros Melee, Final Fantasy VI, Super Mario World, Super Mario 64, Ocarina of Time, A Link to the Past, Super Mario RPG, Metal Gear Solid, Smash Bros Melee, Super Mario 64, Ocarina of Time, Metal Gear Solid, Super Mario 64, Ocarina of Time, Ocarina of Time;
HeroDelTiemp, Chrono Trigger, Persona 3, Arkham City, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Undertale, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Monster Hunter 4U, Okami, Kingdom Hearts, Xenoblade Chronicles, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Bloodborne, Majoras Mask, Grand Theft Auto V, Oblivion, Shovel Knight, World of Warcraft, The Witcher 3, Metal Gear Solid 2, BioShock Infinite, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Bayonetta 2, Metal Gear Solid 3, Bioshock, Destiny, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Uncharted 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Kingdom Hearts, Fire Emblem Awakening, Castlevania SotN, A Link to the Past, Dark Souls, Super Mario Galaxy, Majoras Mask, Oblivion, Shovel Knight, The Witcher 3, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Mass Effect 2, Final Fantasy X, Smash Bros Melee, The Wind Waker, Final Fantasy VII, Pokemon Red Blue, Fallout 3, Skyrim, Super Mario 64, Ocarina of Time, Castlevania SotN, A Link to the Past, Majoras Mask, Oblivion, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Smash Bros Melee, Final Fantasy VII, Pokemon Red Blue, Super Mario 64, Ocarina of Time, Majoras Mask, Resident Evil 4, Metal Gear Solid 3, Final Fantasy VII, Super Mario 64, Ocarina of Time, Metal Gear Solid 3, Final Fantasy VII, Ocarina of Time, Ocarina of Time;
Terastodon, Chrono Trigger, Persona 3, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Final Fantasy IX, Xenoblade Chronicles, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, World of Warcraft, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Portal 2, Fallout 3, Super Mario World, Goldeneye, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Final Fantasy IX, Xenoblade Chronicles, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Mario Galaxy, Majoras Mask, Super Mario RPG, GTA San Andreas, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Mass Effect 2, Final Fantasy X, Smash Bros Melee, The Wind Waker, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Metroid Prime, Super Mario 64, Ocarina of Time, Castlevania SotN, A Link to the Past, Majoras Mask, Super Mario RPG, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Final Fantasy X, Final Fantasy VII, Pokemon Red Blue, Super Mario 64, Ocarina of Time, A Link to the Past, Resident Evil 4, Metal Gear Solid, Final Fantasy VII, Pokemon Red Blue, Ocarina of Time, Resident Evil 4, Pokemon Red Blue, Ocarina of Time, Ocarina of Time;
raytan, Chrono Trigger, Persona 3, Arkham City, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Minecraft, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Sonic 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Diablo II, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Kingdom Hearts, Xenoblade Chronicles, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Bloodborne, Majoras Mask, Grand Theft Auto V, Super Mario RPG, GTA San Andreas, World of Warcraft, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Super Mario Bros 3, Sonic 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Okami, Xenoblade Chronicles, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Metroid, Majoras Mask, Super Mario RPG, World of Warcraft, Metal Gear Solid 2, Resident Evil 4, EarthBound, Shadow of the Colossus, Metal Gear Solid 3, Starcraft, Final Fantasy X, Smash Bros Melee, The Wind Waker, Final Fantasy VII, Super Mario Bros 3, Super Mario World, Skyrim, Twilight Princess, Ocarina of Time, Xenoblade Chronicles, A Link to the Past, Super Metroid, World of Warcraft, Resident Evil 4, EarthBound, Metal Gear Solid 3, Smash Bros Melee, Final Fantasy VII, Super Mario World, Twilight Princess, Ocarina of Time, A Link to the Past, Resident Evil 4, EarthBound, Final Fantasy VII, Twilight Princess, Ocarina of Time, Resident Evil 4, Final Fantasy VII, Ocarina of Time, Final Fantasy VII;
Bospsychopaat, Chrono Trigger, Persona 3, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Mass Effect, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Mass Effect 3, Final Fantasy VIII, Super Mario World, Skyrim, Diablo II, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Monster Hunter 4U, Okami, Final Fantasy IX, Xenoblade Chronicles, Fire Emblem Awakening, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Final Fantasy XII, Majoras Mask, Grand Theft Auto V, Oblivion, GTA San Andreas, Chrono Cross, The Witcher 3, Metal Gear Solid 2, Fallout New Vegas, Resident Evil 4, Metal Gear Solid, Borderlands 2, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Super Mario Bros 3, Portal 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Final Fantasy IX, Fire Emblem Awakening, Castlevania SotN, A Link to the Past, Dark Souls, Super Mario Galaxy, Majoras Mask, Oblivion, Chrono Cross, The Witcher 3, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Mass Effect 2, Final Fantasy X, Smash Bros Melee, Final Fantasy VI, Final Fantasy VII, Super Mario Bros 3, Fallout 3, Skyrim, Super Mario 64, Ocarina of Time, Castlevania SotN, A Link to the Past, Majoras Mask, Oblivion, Resident Evil 4, Metal Gear Solid, Mass Effect 2, Final Fantasy X, Final Fantasy VII, Fallout 3, Skyrim, Ocarina of Time, A Link to the Past, Resident Evil 4, Mass Effect 2, Final Fantasy VII, Skyrim, Ocarina of Time, Mass Effect 2, Final Fantasy VII, Ocarina of Time, Ocarina of Time;
voltch, Chrono Trigger, Dragon Quest VIII, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Kingdom Hearts II, The Last of Us, Final Fantasy VI, Tales of Symphonia, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Mass Effect, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Undertale, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Kingdom Hearts, Xenoblade Chronicles, Super Mario Maker, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Bloodborne, Majoras Mask, Grand Theft Auto V, Oblivion, GTA San Andreas, Chrono Cross, The Witcher 3, Metal Gear Solid 2, BioShock Infinite, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Red Dead Redemption, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Kingdom Hearts II, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Portal 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Kingdom Hearts, Xenoblade Chronicles, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Mario Galaxy, Majoras Mask, Oblivion, GTA San Andreas, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Starcraft, Final Fantasy X, Smash Bros Melee, The Wind Waker, Final Fantasy VII, Pokemon Red Blue, Super Mario World, Skyrim, Super Mario 64, Ocarina of Time, Xenoblade Chronicles, A Link to the Past, Majoras Mask, Oblivion, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Smash Bros Melee, Final Fantasy VII, Pokemon Red Blue, Super Mario 64, Ocarina of Time, A Link to the Past, Resident Evil 4, Metal Gear Solid 3, Final Fantasy VII, Pokemon Red Blue, Ocarina of Time, Metal Gear Solid 3, Pokemon Red Blue, Ocarina of Time, Ocarina of Time;
paulg, Chrono Trigger, Persona 3, Mega Man X, Final Fantasy X, Smash Bros Melee, Pokemon Gold Silver, Metal Gear Solid 4, The Last of Us, Final Fantasy VI, Paper Mario TTYD, Star Wars KotOR, The Wind Waker, Smash Bros Wii U, Super Mario Galaxy 2, Halo 1, Final Fantasy VII, Super Mario Bros 3, Pokemon Red Blue, Portal 2, Uncharted 2, Fallout 3, Undertale, Final Fantasy VIII, Super Mario World, Skyrim, Goldeneye, Metroid Prime, Half Life 2, Super Mario 64, Final Fantasy Tactics, Twilight Princess, Persona 4, Ocarina of Time, Suikoden II, Okami, Kingdom Hearts, DK Country 2, Super Mario Maker, Banjo Kazooie, Castlevania SotN, A Link to the Past, Final Fantasy IV, Metal Gear Solid V, Dark Souls, Super Metroid, Super Mario Galaxy, Bloodborne, Majoras Mask, Grand Theft Auto V, Super Mario RPG, Shovel Knight, Chrono Cross, The Witcher 3, Metal Gear Solid 2, BioShock Infinite, Resident Evil 4, Metal Gear Solid, EarthBound, Shadow of the Colossus, Bayonetta 2, Metal Gear Solid 3, Bioshock, Starcraft, Mass Effect 2, Chrono Trigger, Final Fantasy X, Smash Bros Melee, Metal Gear Solid 4, Final Fantasy VI, The Wind Waker, Smash Bros Wii U, Final Fantasy VII, Pokemon Red Blue, Portal 2, Fallout 3, Super Mario World, Skyrim, Metroid Prime, Super Mario 64, Twilight Princess, Ocarina of Time, Kingdom Hearts, Super Mario Maker, Castlevania SotN, A Link to the Past, Metal Gear Solid V, Super Mario Galaxy, Majoras Mask, Super Mario RPG, Shovel Knight, Metal Gear Solid 2, Resident Evil 4, Metal Gear Solid, Shadow of the Colossus, Metal Gear Solid 3, Mass Effect 2, Final Fantasy X, Smash Bros Melee, The Wind Waker, Smash Bros Wii U, Pokemon Red Blue, Super Mario World, Metroid Prime, Super Mario 64, Ocarina of Time, Super Mario Maker, A Link to the Past, Majoras Mask, Super Mario RPG, Resident Evil 4, Metal Gear Solid, Metal Gear Solid 3, Smash Bros Melee, Smash Bros Wii U, Pokemon Red Blue, Super Mario 64, Ocarina of Time, Majoras Mask, Resident Evil 4, Metal Gear Solid 3, Smash Bros Wii U, Pokemon Red Blue, Ocarina of Time, Metal Gear Solid 3, Pokemon Red Blue, Ocarina of Time, Ocarina of Time;
